Plot,Species,Lifeform,Treatment,Structure,photo,lma,wp,leaf.n,g,e,phis2,wue,rld,srl,rdiam,fitness,canopy,rtd,relfit,relcanopy
B5-7,Mepo,A,H,B,32.27849653,49.3328731,-1,3.36,0.493380509,6.270217882,0.232344844,5.37659764,5.082428631,136.6012719,0.3358,43.67,0.685916,0.082608696,1.207044696,
B6-7,Mepo,A,H,B,40.90117834,35.55464747,-1.4,3.71,0.959017407,6.490550981,0.159375563,4.897819547,5.354294385,130.6386381,0.2848,92.2,0.31464,0.120093458,2.548420449,1.996571429
B7-7,Mepo,A,H,B,12.35136062,60.54699609,-1.3,,0.190516647,2.355448506,0.060620236,4.931449658,2.620920462,91.10030488,0.3523,1.8492,0.3175,0.112328767,0.051112138,2.023809524
B8-5,Mepo,A,H,B,25.23631545,43.21589657,-1.45,2.63,0.364544433,5.184685707,0.115281231,3.969325972,4.758797961,99.59335664,0.2595,5.4503,0.066729,0.189403974,0.150647028,-0.364485714
C2-4,Mepo,A,H,C,36.40537531,47.88427528,-1.6,3.73,0.562333333,5.623333333,0.272,6.342620036,1.48551396,131.9307246,0.3001,18.08,0.0576,0.1078125,0.499733641,-0.451428571
C5-6,Mepo,A,H,C,36.09183837,31.91519298,-1.2,4.35,0.597666667,6.703333333,0.236,5.653903531,3.094228827,31.63860987,0.4042,113.92,0.1617,0.24640884,3.148764182,0.54
C6-1,Mepo,A,H,C,36.00541697,38.90364452,-1.3,4.66,0.740542155,7.52051786,0.224228981,4.528285503,2.285555509,47.42252874,0.3387,69.83,0.22,0.235135135,1.930110629,1.095238095
C7-5,Mepo,A,H,C,44.77555986,37.2504128,-1.45,4.74,0.662780994,4.924140608,0.214744583,7.021280723,3.946459302,149.9775333,0.2712,124.26,0.17748,0.115384615,3.434563178,0.690285714
C8-2,Mepo,A,H,C,36.9012626,30.9974228,-1.2,4.59,0.662513726,8.367120009,0.176450479,4.544379409,2.524307686,70.14985,0.3728,79.96,0.292,0.130718954,2.210105197,1.780952381
D1-7,Mepo,A,L,D,9.160494231,48.86039885,-2.8,4.43,0.061208333,0.746666667,0.257,12.94084821,1.8339014,186.68,0.2666,9.4526,0.04788,0.096078431,0.26127114,-0.544
D2-1,Mepo,A,L,D,14.23126456,53.05415098,-2,3.9,0.143166667,1.685,0.178,7.764589515,0.790364072,61.43779221,0.414,4.8744,0.014896,0.1203125,0.134729074,-0.858133333
D3-4,Mepo,A,L,D,3.481480184,47.92343199,-2.6,3.85,0.0505,1.246666667,0.169,4.481951872,0.705110454,83.73861111,0.3213,4.3679,0.00814,0.15,0.120729346,-0.92247619
D4-4,Mepo,A,L,D,19.29263724,55.25577863,-3,3.44,0.154285714,1.79047619,0.253,9.042553191,1.542993201,69.77413462,0.3792,2.809,0.012,0.126829268,0.077641139,-0.885714286
D5-3,Mepo,A,L,D,15.87284123,51.0563912,-2.4,3.42,0.0872,0.989777778,0.162,13.28244275,0.457603728,46.40211538,0.4975,5.0171,0.015778,0.110638298,0.138673321,-0.849733333
D6-6,Mepo,A,L,D,6.038717192,52.16769436,-2.35,3.91,0.083333333,2.065555556,0.2,4.007530931,0.532325992,34.00735632,0.4194,6.4968,0.0231,0.212195122,0.179572429,-0.78
D7-2,Mepo,A,L,D,12.99837032,46.62684559,-2.75,4.18,0.093095238,1.137142857,0.27,11.46984925,0.530629059,50.00725806,0.405,4.419,0.00882,0.155,0.122141757,-0.916
D8-5,Mepo,A,L,D,43.0219436,45.16853503,-2.1,3.77,0.312555556,3.137777778,0.26,11.47308782,1.760608056,93.42276596,0.3337,10.96,0.04263,0.122077922,0.30293588,-0.594
E2-5,Mepo,A,L,E,10.10398646,52.6687751,-2.8,4.1,0.072944444,1.02,0.128,10.08714597,1.497779937,105.2634247,0.3308,4.0427,0.003885,0.110606061,0.111740774,-0.963
E3-3,Mepo,A,L,E,26.65436229,48.89294697,-2.2,3.45,0.138416667,1.498333333,0.185,14.71078977,1.101815777,35.91446809,0.4253,7.5411,0.013475,0.195833333,0.208437022,-0.871666667
E4-3,Mepo,A,L,E,16.37476278,42.47587869,-2.6,4.39,0.099766667,1.426666667,0.212,8.855140187,1.253631962,49.85775194,0.3477,9.0643,0.017808,0.21147541,0.250538476,-0.8304
E5-8,Mepo,A,L,E,17.24819199,45.53171699,-2,3.8,0.246784816,4.031877785,0.219785211,5.328905067,1.029538492,105.1962264,0.3214,16.88,0.024696,0.117777778,0.466565479,-0.7648
E7-4,Mepo,A,L,E,12.6985383,43.38561488,-2.2,4.51,0.126836503,2.343562056,0.180562145,7.025593161,1.39113882,28.83683636,0.4492,13.76,0.0366,0.218253968,0.380328258,-0.651428571
E8-7,Mepo,A,L,E,12.57990842,44.41072755,-1.8,4.29,0.111974648,1.981119733,0.208602901,8.805281634,0.815964349,15.35830189,0.4608,15.0056,0.050232,0.389705882,0.41475681,-0.5216
G1-4,Mepo,A,H,G,24.33835581,41.27402891,-1.7,4.33,0.382,4.11,0.193,5.539334955,2.941604321,86.73359606,0.3223,28.18,0.0714,0.140972222,0.778899005,-0.32
G2-4,Mepo,A,H,G,24.79143432,36.56005005,-1.6,4.61,0.34,3.807407407,0.194,5.612840467,0.895442333,35.2358209,0.404,126.27,0.2925,0.219672131,3.490119849,1.785714286
G3-9,Mepo,A,H,G,28.10294205,45.55291348,-1,3.72,0.3725,2.979166667,0.213,7.356643357,2.84100925,47.76632022,0.4087,142.12,0.14352,0.159641256,3.92821599,0.366857143
G4-9,Mepo,A,H,G,46.50292681,47.13899279,-1.6,3.39,0.400209104,4.784098673,0.245761955,7.398994134,1.806094733,57.69068966,0.3919,16.14,0.08424,0.143801653,0.446111779,-0.197714286
G5-5,Mepo,A,H,G,19.81200034,46.58222791,-1.7,3.31,0.4275,5.966666667,0.171,3.344972067,4.727432598,125.6075847,0.328,67.22,0.322,0.094023904,1.857969876,2.066666667
G6-5,Mepo,A,H,G,10.74718542,41.20496484,-1.5,3.98,0.11540741,1.822026057,0.21421356,6.770720888,3.483644202,76.09959854,0.3571,35.25,0.05056,0.131100478,0.97431476,-0.51847619
G7-3,Mepo,A,H,G,46.29376297,43.01468618,-1.5,4.16,0.809122807,8.733333333,0.273,4.672559261,2.34408662,83.5148125,0.3565,77.28,0.05964,0.120300752,2.136029635,-0.432
H3-2,Mepo,A,L,H,34.13092909,46.26686765,-2.6,3.79,0.297710319,3.30209653,0.203117317,8.986925043,1.643308073,39.37712389,0.3927,18.772,0.01872,0.209259259,0.518860615,-0.821714286
H4-6,Mepo,A,L,H,19.25366146,42.15095827,-2,4.13,0.187583333,2.376666667,0.301,8.387096774,1.027220765,150.144359,0.232,16.54,0.021714,0.108333333,0.457167833,-0.7932
H5-7,Mepo,A,L,H,36.60065761,48.25315135,-1.75,3.6,0.307333333,2.933333333,0.302,10.86363636,1.327122881,72.47046729,0.3494,22.99,0.02523,0.144594595,0.635446704,-0.759714286
H6-7,Mepo,A,L,H,8.175402009,46.66599547,-1.6,3.52,0.098444444,1.866666667,0.17,5.26984127,1.473277038,106.4580282,0.3399,17.03,0.04488,0.102898551,0.470711499,-0.572571429
H7-4,Mepo,A,L,H,4.902866289,59.83863462,-1.7,2.79,0.030666667,0.443508772,0.102,12.16772152,0.719146082,64.05410714,0.361,4.7417,0.0183,0.151351351,0.131061228,-0.825714286
H8-7,Mepo,A,L,H,25.70918365,38.92832073,-2.65,4.59,0.171305636,2.126806759,0.184914546,11.60069202,2.872556138,40.15640327,0.3945,13.56,0.034496,0.203888889,0.374800231,-0.671466667
I6-5,Mepo,A,M,I,10.20098431,38.26332066,-1.3,2.67,0.127777778,2.583333333,0.2,5.139784946,1.92067222,108.8984946,0.2717,6.264,0.033165,0.157627119,0.173137806,-0.684142857
I7-1,Mepo,A,M,I,5.992790968,39.62432856,-1.1,3.02,0.094533333,1.88,0.115,3.647754137,2.538121611,70.9577512,0.3035,2.1852,0.023828,0.195327103,0.060399223,-0.773066667
I8-5,Mepo,A,M,I,35.19892249,49.40477798,-1.1,2.39,0.697996941,7.018601895,0.209022512,4.526749673,1.655891808,93.91183673,0.375,23.8779,0.07566,0.096078431,0.65998838,-0.279428571
A1-1,Saap,P,M,A,37.29164388,66.43328021,-1.1,3.47,0.421666667,4.013333333,0.27,8.513289037,8.698782814,12.11094568,0.4465,,0.421972,0.527085479,,0.159263736
A3-4,Saap,P,M,A,35.43791767,91.94963222,-1.1,3.15,0.428666667,5.43,0.312,6.292203806,7.433525625,31.24126005,0.3394,341,0.482202,0.353554502,0.484411042,0.324730769
A4-3,Saap,P,M,A,31.25104815,77.69524664,-1.625,3.19,0.366230898,4.738207793,0.318716646,7.231080322,6.782867377,23.91677835,0.357,280.5,0.387021,0.418103448,0.398467148,0.063244505
A7-1,Saap,P,M,A,32.27760364,86.39708806,-1.05,3.09,0.454096098,5.672343168,0.301916899,5.99192614,3.983633707,3.504404503,0.5407,2368.5,0.45936,1.242406015,3.364596933,0.261978022
